第三階層,年,月,レコード数,日付,ページ パス レベル 3,ページビュー数,ページ別訪問数,年月
activity,2018年,04月,1,2018/04/10,/activity/,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?res_format=XLSX,2018年,04月,1,2018/04/10,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?res_format=XLSX,1,1,201804
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0040,2018年,04月,1,2018/04/10,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0040,1,1,201804
dataset-00000001,2018年,04月,1,2018/04/10,/dataset-00000001/,1,1,201804
dataset-00000045,2018年,04月,1,2018/04/10,/dataset-00000045,1,1,201804
dataset-00000048,2018年,04月,1,2018/04/10,/dataset-00000048,1,1,201804
dataset-00000057,2018年,04月,1,2018/04/10,/dataset-00000057,1,1,201804
dataset-00000112,2018年,04月,1,2018/04/10,/dataset-00000112,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/10,/dataset-00000136,1,1,201804
dataset-00000141,2018年,04月,1,2018/04/10,/dataset-00000141,1,1,201804
dataset-00000149,2018年,04月,1,2018/04/10,/dataset-00000149,1,1,201804
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0150,2018年,04月,1,2018/04/10,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0150,1,1,201804
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0170,2018年,04月,1,2018/04/10,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0170,1,1,201804
gr_0020?page=3,2018年,04月,1,2018/04/10,/gr_0020?page=3,1,1,201804
gr_0060,2018年,04月,1,2018/04/10,/gr_0060,1,1,201804
jigyosha,2018年,04月,1,2018/04/10,/jigyosha/,1,1,201804
kobe-today,2018年,04月,1,2018/04/10,/kobe-today,1,1,201804
org_0150,2018年,04月,1,2018/04/10,/org_0150,1,1,201804
2101c5ea-0a32-4d20-974d-923e0c9e9fe9?groups=gr_0050,2018年,04月,1,2018/04/11,/2101c5ea-0a32-4d20-974d-923e0c9e9fe9?groups=gr_0050,1,1,201804
2101c5ea-0a32-4d20-974d-923e0c9e9fe9?organization=org_0160&groups=gr_0050&tags=統計,2018年,04月,1,2018/04/11,/2101c5ea-0a32-4d20-974d-923e0c9e9fe9?organization=org_0160&groups=gr_0050&tags=統計,1,1,201804
2101c5ea-0a32-4d20-974d-923e0c9e9fe9?tags=統計&groups=gr_0050,2018年,04月,1,2018/04/11,/2101c5ea-0a32-4d20-974d-923e0c9e9fe9?tags=統計&groups=gr_0050,1,1,201804
?sort=released,2018年,04月,1,2018/04/11,/?sort=released,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0230,2018年,04月,1,2018/04/11,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0230,1,1,201804
dataset-00000013,2018年,04月,1,2018/04/11,/dataset-00000013,1,1,201804
dataset-00000016,2018年,04月,1,2018/04/11,/dataset-00000016,1,1,201804
dataset-00000051,2018年,04月,1,2018/04/11,/dataset-00000051,1,1,201804
dataset-00000059,2018年,04月,1,2018/04/11,/dataset-00000059,1,1,201804
dataset-00000105,2018年,04月,1,2018/04/11,/dataset-00000105,1,1,201804
dataset-00000109,2018年,04月,1,2018/04/11,/dataset-00000109,1,1,201804
dataset-00000113,2018年,04月,1,2018/04/11,/dataset-00000113,1,1,201804
dataset-00000113,2018年,04月,1,2018/04/11,/dataset-00000113/,1,1,201804
dataset-00000114,2018年,04月,1,2018/04/11,/dataset-00000114,1,1,201804
dataset-00000114,2018年,04月,1,2018/04/11,/dataset-00000114/,1,1,201804
dataset-00000131,2018年,04月,1,2018/04/11,/dataset-00000131,1,1,201804
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0070,2018年,04月,1,2018/04/11,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0070,1,1,201804
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0150,2018年,04月,1,2018/04/11,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0150,1,1,201804
gr_0030,2018年,04月,1,2018/04/11,/gr_0030,1,1,201804
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2018年,04月,1,2018/04/11,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,1,1,201804
org_0020,2018年,04月,1,2018/04/11,/org_0020,1,1,201804
2018,2018年,04月,1,2018/04/12,/2018/,1,1,201804
2101c5ea-0a32-4d20-974d-923e0c9e9fe9?groups=gr_0050,2018年,04月,1,2018/04/12,/2101c5ea-0a32-4d20-974d-923e0c9e9fe9?groups=gr_0050,1,1,201804
activity,2018年,04月,1,2018/04/12,/activity/,1,1,201804
anshin,2018年,04月,1,2018/04/12,/anshin/,1,1,201804
dataset-00000054,2018年,04月,1,2018/04/12,/dataset-00000054,1,1,201804
dataset-00000058,2018年,04月,1,2018/04/12,/dataset-00000058/,1,1,201804
dataset-00000080,2018年,04月,1,2018/04/12,/dataset-00000080,1,1,201804
dataset-00000098,2018年,04月,1,2018/04/12,/dataset-00000098,1,1,201804
dataset-00000100,2018年,04月,1,2018/04/12,/dataset-00000100,1,1,201804
dataset-00000105,2018年,04月,1,2018/04/12,/dataset-00000105,1,1,201804
dataset-00000105,2018年,04月,1,2018/04/12,/dataset-00000105/,1,1,201804
dataset-00000107,2018年,04月,1,2018/04/12,/dataset-00000107,1,1,201804
dataset-00000133,2018年,04月,1,2018/04/12,/dataset-00000133,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/12,/dataset-00000136,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/12,/dataset-00000136/,1,1,201804
dataset-00000144,2018年,04月,1,2018/04/12,/dataset-00000144,1,1,201804
"gr_0030?q=危険箇所図&sort=score+desc,+metadata_modified+desc",2018年,04月,1,2018/04/12,"/gr_0030?q=危険箇所図&sort=score+desc,+metadata_modified+desc",1,1,201804
kobe-today,2018年,04月,1,2018/04/12,/kobe-today,1,1,201804
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0170,2018年,04月,1,2018/04/13,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0170,1,1,201804
1cd9cfa3-481c-4fd0-8642-2c4aa8a1a185?organization=org_0100&license_id=cc-by,2018年,04月,1,2018/04/13,/1cd9cfa3-481c-4fd0-8642-2c4aa8a1a185?organization=org_0100&license_id=cc-by,1,1,201804
29ec939b-3e7e-485d-b9a5-b37f0718d67a,2018年,04月,1,2018/04/13,/29ec939b-3e7e-485d-b9a5-b37f0718d67a,1,1,201804
?s[area_id]=130,2018年,04月,1,2018/04/13,/?s[area_id]=130,1,1,201804
?sort=released,2018年,04月,1,2018/04/13,/?sort=released,1,1,201804
about,2018年,04月,1,2018/04/13,/about/,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,2018年,04月,1,2018/04/13,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,1,1,201804
dataset-00000005,2018年,04月,1,2018/04/13,/dataset-00000005,1,1,201804
dataset-00000059,2018年,04月,1,2018/04/13,/dataset-00000059,1,1,201804
dataset-00000108,2018年,04月,1,2018/04/13,/dataset-00000108,1,1,201804
dataset-00000108,2018年,04月,1,2018/04/13,/dataset-00000108/,1,1,201804
dataset-00000114,2018年,04月,1,2018/04/13,/dataset-00000114/,1,1,201804
dataset-00000134,2018年,04月,1,2018/04/13,/dataset-00000134,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/13,/dataset-00000136,1,1,201804
gr_0020?page=2,2018年,04月,1,2018/04/13,/gr_0020?page=2,1,1,201804
gr_0050,2018年,04月,1,2018/04/13,/gr_0050,1,1,201804
gr_0080,2018年,04月,1,2018/04/13,/gr_0080,1,1,201804
hygiene,2018年,04月,1,2018/04/13,/hygiene,1,1,201804
org_0010,2018年,04月,1,2018/04/13,/org_0010,1,1,201804
org_0030,2018年,04月,1,2018/04/13,/org_0030,1,1,201804
org_0070,2018年,04月,1,2018/04/13,/org_0070,1,1,201804
org_0090,2018年,04月,1,2018/04/13,/org_0090,1,1,201804
org_0110,2018年,04月,1,2018/04/13,/org_0110,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2018年,04月,1,2018/04/14,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,2018年,04月,1,2018/04/14,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0100,2018年,04月,1,2018/04/14,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0100,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,2018年,04月,1,2018/04/14,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0230,2018年,04月,1,2018/04/14,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0230,1,1,201804
dataset-00000134,2018年,04月,1,2018/04/14,/dataset-00000134,1,1,201804
gr_0030,2018年,04月,1,2018/04/14,/gr_0030,1,1,201804
gr_0040?page=4,2018年,04月,1,2018/04/14,/gr_0040?page=4,1,1,201804
jigyosha,2018年,04月,1,2018/04/14,/jigyosha/,1,1,201804
5724ef6a-dfba-4ecb-a853-dc4954228d88,2018年,04月,1,2018/04/15,/5724ef6a-dfba-4ecb-a853-dc4954228d88,1,1,201804
activity,2018年,04月,1,2018/04/15,/activity/,1,1,201804
dataset-00000019,2018年,04月,1,2018/04/15,/dataset-00000019,1,1,201804
dataset-00000058,2018年,04月,1,2018/04/15,/dataset-00000058,1,1,201804
gr_0010,2018年,04月,1,2018/04/15,/gr_0010,1,1,201804
gr_0020,2018年,04月,1,2018/04/15,/gr_0020,1,1,201804
gr_0030,2018年,04月,1,2018/04/15,/gr_0030,1,1,201804
gr_0080,2018年,04月,1,2018/04/15,/gr_0080,1,1,201804
groups,2018年,04月,1,2018/04/15,/groups/,1,1,201804
dataset-00000021,2018年,04月,1,2018/04/16,/dataset-00000021,1,1,201804
dataset-00000064,2018年,04月,1,2018/04/16,/dataset-00000064/,1,1,201804
dataset-00000107,2018年,04月,1,2018/04/16,/dataset-00000107,1,1,201804
dataset-00000134,2018年,04月,1,2018/04/16,/dataset-00000134,1,1,201804
dataset-00000138,2018年,04月,1,2018/04/16,/dataset-00000138,1,1,201804
dataset-00000142,2018年,04月,1,2018/04/16,/dataset-00000142,1,1,201804
dataset-00000142,2018年,04月,1,2018/04/16,/dataset-00000142/,1,1,201804
dataset-00000145,2018年,04月,1,2018/04/16,/dataset-00000145,1,1,201804
gr_0040?page=2,2018年,04月,1,2018/04/16,/gr_0040?page=2,1,1,201804
hygiene,2018年,04月,1,2018/04/16,/hygiene,1,1,201804
,2018年,04月,1,2018/04/17,/,1,1,201804
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?groups=gr_0060,2018年,04月,1,2018/04/17,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?groups=gr_0060,1,1,201804
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0170&groups=gr_0060,2018年,04月,1,2018/04/17,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0170&groups=gr_0060,1,1,201804
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,2018年,04月,1,2018/04/17,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,1,1,201804
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0140,2018年,04月,1,2018/04/17,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0140,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2018年,04月,1,2018/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2018年,04月,1,2018/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,2018年,04月,1,2018/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0130,2018年,04月,1,2018/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0130,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?res_format=JSON,2018年,04月,1,2018/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?res_format=JSON,1,1,201804
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2018年,04月,1,2018/04/17,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,1,1,201804
dataset-00000002,2018年,04月,1,2018/04/17,/dataset-00000002,1,1,201804
dataset-00000005,2018年,04月,1,2018/04/17,/dataset-00000005,1,1,201804
dataset-00000012,2018年,04月,1,2018/04/17,/dataset-00000012,1,1,201804
dataset-00000045,2018年,04月,1,2018/04/17,/dataset-00000045,1,1,201804
dataset-00000054,2018年,04月,1,2018/04/17,/dataset-00000054,1,1,201804
dataset-00000064,2018年,04月,1,2018/04/17,/dataset-00000064,1,1,201804
dataset-00000080,2018年,04月,1,2018/04/17,/dataset-00000080,1,1,201804
dataset-00000100,2018年,04月,1,2018/04/17,/dataset-00000100,1,1,201804
dataset-00000104,2018年,04月,1,2018/04/17,/dataset-00000104,1,1,201804
dataset-00000131,2018年,04月,1,2018/04/17,/dataset-00000131,1,1,201804
dataset-00000133,2018年,04月,1,2018/04/17,/dataset-00000133/,1,1,201804
dataset-00000139,2018年,04月,1,2018/04/17,/dataset-00000139,1,1,201804
dataset-00000140,2018年,04月,1,2018/04/17,/dataset-00000140,1,1,201804
dataset-00000145,2018年,04月,1,2018/04/17,/dataset-00000145,1,1,201804
dataset-00000146,2018年,04月,1,2018/04/17,/dataset-00000146,1,1,201804
dataset-00000149,2018年,04月,1,2018/04/17,/dataset-00000149,1,1,201804
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0060,2018年,04月,1,2018/04/17,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0060,1,1,201804
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0150,2018年,04月,1,2018/04/17,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0150,1,1,201804
"gr_0070?q=介護保険 集団指導&sort=score+desc,+metadata_modified+desc",2018年,04月,1,2018/04/17,"/gr_0070?q=介護保険 集団指導&sort=score+desc,+metadata_modified+desc",1,1,201804
groups,2018年,04月,1,2018/04/17,/groups/,1,1,201804
kotsu,2018年,04月,1,2018/04/17,/kotsu/,1,1,201804
login,2018年,04月,1,2018/04/17,/login,1,1,201804
5334c135-c322-41b5-b8dc-51b22969a8e9,2018年,04月,1,2018/04/18,/5334c135-c322-41b5-b8dc-51b22969a8e9,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,2018年,04月,1,2018/04/18,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,1,1,201804
cf5ea583-ca57-4222-b5a2-294f8f98180f,2018年,04月,1,2018/04/18,/cf5ea583-ca57-4222-b5a2-294f8f98180f,1,1,201804
dataset-00000012,2018年,04月,1,2018/04/18,/dataset-00000012,1,1,201804
dataset-00000017,2018年,04月,1,2018/04/18,/dataset-00000017,1,1,201804
dataset-00000021,2018年,04月,1,2018/04/18,/dataset-00000021,1,1,201804
dataset-00000022,2018年,04月,1,2018/04/18,/dataset-00000022,1,1,201804
dataset-00000023,2018年,04月,1,2018/04/18,/dataset-00000023,1,1,201804
dataset-00000046,2018年,04月,1,2018/04/18,/dataset-00000046,1,1,201804
dataset-00000132,2018年,04月,1,2018/04/18,/dataset-00000132,1,1,201804
dataset-00000132,2018年,04月,1,2018/04/18,/dataset-00000132/,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/18,/dataset-00000136,1,1,201804
dataset-00000140,2018年,04月,1,2018/04/18,/dataset-00000140,1,1,201804
gr_0060,2018年,04月,1,2018/04/18,/gr_0060,1,1,201804
gr_0080,2018年,04月,1,2018/04/18,/gr_0080,1,1,201804
2018,2018年,04月,1,2018/04/19,/2018/,1,1,201804
28,2018年,04月,1,2018/04/19,/28,1,1,201804
?s[category_id]=122,2018年,04月,1,2018/04/19,/?s[category_id]=122,1,1,201804
dataset-00000009,2018年,04月,1,2018/04/19,/dataset-00000009,1,1,201804
dataset-00000019,2018年,04月,1,2018/04/19,/dataset-00000019,1,1,201804
dataset-00000070,2018年,04月,1,2018/04/19,/dataset-00000070,1,1,201804
dataset-00000105,2018年,04月,1,2018/04/19,/dataset-00000105,1,1,201804
dataset-00000105,2018年,04月,1,2018/04/19,/dataset-00000105/,1,1,201804
dataset-00000141,2018年,04月,1,2018/04/19,/dataset-00000141,1,1,201804
dataset-00000145,2018年,04月,1,2018/04/19,/dataset-00000145,1,1,201804
dataset-00000148,2018年,04月,1,2018/04/19,/dataset-00000148,1,1,201804
gr_0040?page=3,2018年,04月,1,2018/04/19,/gr_0040?page=3,1,1,201804
gr_0040?page=4,2018年,04月,1,2018/04/19,/gr_0040?page=4,1,1,201804
gr_0070,2018年,04月,1,2018/04/19,/gr_0070,1,1,201804
gr_0080,2018年,04月,1,2018/04/19,/gr_0080,1,1,201804
kobe-today,2018年,04月,1,2018/04/19,/kobe-today,1,1,201804
dataset-00000002,2018年,04月,1,2018/04/20,/dataset-00000002,1,1,201804
dataset-00000005,2018年,04月,1,2018/04/20,/dataset-00000005,1,1,201804
dataset-00000006,2018年,04月,1,2018/04/20,/dataset-00000006,1,1,201804
dataset-00000008,2018年,04月,1,2018/04/20,/dataset-00000008,1,1,201804
dataset-00000110,2018年,04月,1,2018/04/20,/dataset-00000110,1,1,201804
dataset-00000110,2018年,04月,1,2018/04/20,/dataset-00000110/,1,1,201804
dataset-00000133,2018年,04月,1,2018/04/20,/dataset-00000133,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/20,/dataset-00000136,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/20,/dataset-00000136/,1,1,201804
dataset-00000149,2018年,04月,1,2018/04/20,/dataset-00000149,1,1,201804
gr_0020,2018年,04月,1,2018/04/20,/gr_0020,1,1,201804
gr_0020?page=2,2018年,04月,1,2018/04/20,/gr_0020?page=2,1,1,201804
gr_0020?page=3,2018年,04月,1,2018/04/20,/gr_0020?page=3,1,1,201804
gr_0040?page=3,2018年,04月,1,2018/04/20,/gr_0040?page=3,1,1,201804
"gr_0040?q=用途地域図&sort=score+desc,+metadata_modified+desc",2018年,04月,1,2018/04/20,"/gr_0040?q=用途地域図&sort=score+desc,+metadata_modified+desc",1,1,201804
gr_0060,2018年,04月,1,2018/04/20,/gr_0060,1,1,201804
gr_0070,2018年,04月,1,2018/04/20,/gr_0070,1,1,201804
gr_0080,2018年,04月,1,2018/04/20,/gr_0080,1,1,201804
dataset-00000105,2018年,04月,1,2018/04/21,/dataset-00000105/,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/21,/dataset-00000136,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/21,/dataset-00000136/,1,1,201804
gr_0030,2018年,04月,1,2018/04/21,/gr_0030,1,1,201804
2018,2018年,04月,1,2018/04/22,/2018/,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2018年,04月,1,2018/04/22,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,1,1,201804
dataset-00000001,2018年,04月,1,2018/04/22,/dataset-00000001,1,1,201804
dataset-00000070,2018年,04月,1,2018/04/22,/dataset-00000070,1,1,201804
gr_0020,2018年,04月,1,2018/04/22,/gr_0020,1,1,201804
gr_0040?page=4,2018年,04月,1,2018/04/22,/gr_0040?page=4,1,1,201804
,2018年,04月,1,2018/04/23,/,1,1,201804
2101c5ea-0a32-4d20-974d-923e0c9e9fe9?organization=org_0160,2018年,04月,1,2018/04/23,/2101c5ea-0a32-4d20-974d-923e0c9e9fe9?organization=org_0160,1,1,201804
5eccbc53-86ea-482a-8594-5224aaf5f2c6,2018年,04月,1,2018/04/23,/5eccbc53-86ea-482a-8594-5224aaf5f2c6,1,1,201804
5eccbc53-86ea-482a-8594-5224aaf5f2c6?tags=施設,2018年,04月,1,2018/04/23,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?tags=施設,1,1,201804
?s[category_id]=120,2018年,04月,1,2018/04/23,/?s[category_id]=120,1,1,201804
?s[category_id]=30,2018年,04月,1,2018/04/23,/?s[category_id]=30,1,1,201804
about,2018年,04月,1,2018/04/23,/about/,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,2018年,04月,1,2018/04/23,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,1,1,201804
dataset-00000004,2018年,04月,1,2018/04/23,/dataset-00000004,1,1,201804
dataset-00000059,2018年,04月,1,2018/04/23,/dataset-00000059,1,1,201804
dataset-00000059,2018年,04月,1,2018/04/23,/dataset-00000059/,1,1,201804
dataset-00000067,2018年,04月,1,2018/04/23,/dataset-00000067,1,1,201804
dataset-00000067,2018年,04月,1,2018/04/23,/dataset-00000067/,1,1,201804
dataset-00000111,2018年,04月,1,2018/04/23,/dataset-00000111,1,1,201804
dataset-00000136,2018年,04月,1,2018/04/23,/dataset-00000136/,1,1,201804
dataset-00000137,2018年,04月,1,2018/04/23,/dataset-00000137,1,1,201804
dataset-00000139,2018年,04月,1,2018/04/23,/dataset-00000139,1,1,201804
dataset-00000141,2018年,04月,1,2018/04/23,/dataset-00000141,1,1,201804
dataset-00000143,2018年,04月,1,2018/04/23,/dataset-00000143,1,1,201804
dataset-00000148,2018年,04月,1,2018/04/23,/dataset-00000148,1,1,201804
dataset-00000149,2018年,04月,1,2018/04/23,/dataset-00000149/,1,1,201804
gr_0020?page=2,2018年,04月,1,2018/04/23,/gr_0020?page=2,1,1,201804
gr_0040?page=2,2018年,04月,1,2018/04/23,/gr_0040?page=2,1,1,201804
gr_0040?page=3,2018年,04月,1,2018/04/23,/gr_0040?page=3,1,1,201804
gr_0060,2018年,04月,1,2018/04/23,/gr_0060,1,1,201804
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2018年,04月,1,2018/04/23,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,1,1,201804
hygiene,2018年,04月,1,2018/04/23,/hygiene,1,1,201804
kanko,2018年,04月,1,2018/04/23,/kanko/,1,1,201804
kobe-today,2018年,04月,1,2018/04/23,/kobe-today,1,1,201804
?s[category_id]=122,2018年,04月,1,2018/04/24,/?s[category_id]=122,1,1,201804
about,2018年,04月,1,2018/04/24,/about/,1,1,201804
activity,2018年,04月,1,2018/04/24,/activity/,1,1,201804
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2018年,04月,1,2018/04/24,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,1,1,201804
dataset-00000002,2018年,04月,1,2018/04/24,/dataset-00000002,1,1,201804
dataset-00000005,2018年,04月,1,2018/04/24,/dataset-00000005,1,1,201804
dataset-00000098,2018年,04月,1,2018/04/24,/dataset-00000098/,1,1,201804
dataset-00000134,2018年,04月,1,2018/04/24,/dataset-00000134,1,1,201804
dataset-00000141,2018年,04月,1,2018/04/24,/dataset-00000141,1,1,201804
gr_0080,2018年,04月,1,2018/04/24,/gr_0080,1,1,201804
kanko,2018年,04月,1,2018/04/24,/kanko/,1,1,201804
shisei,2018年,04月,1,2018/04/24,/shisei/,1,1,201804
?s[area_id]=130,2018年,04月,1,2018/04/25,/?s[area_id]=130,1,1,201804
about,2018年,04月,1,2018/04/25,/about/,1,1,201804
dataset-00000008,2018年,04月,1,2018/04/25,/dataset-00000008,1,1,201804
dataset-00000132,2018年,04月,1,2018/04/25,/dataset-00000132/,1,1,201804
dataset-00000137,2018年,04月,1,2018/04/25,/dataset-00000137,1,1,201804
dataset-00000140,2018年,04月,1,2018/04/25,/dataset-00000140,1,1,201804
dataset-00000141,2018年,04月,1,2018/04/25,/dataset-00000141,1,1,201804
dataset-00000148,2018年,04月,1,2018/04/25,/dataset-00000148,1,1,201804
dataset-00000149,2018年,04月,1,2018/04/25,/dataset-00000149,1,1,201804
gr_0020?page=3,2018年,04月,1,2018/04/25,/gr_0020?page=3,1,1,201804
gr_0040?page=4,2018年,04月,1,2018/04/25,/gr_0040?page=4,1,1,201804
gr_0070,2018年,04月,1,2018/04/25,/gr_0070,1,1,201804
groups,2018年,04月,1,2018/04/25,/groups/,1,1,201804
hygiene,2018年,04月,1,2018/04/25,/hygiene/,1,1,201804
org_0240,2018年,04月,1,2018/04/25,/org_0240,1,1,201804
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?tags=施設,2018年,04月,1,2018/04/26,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?tags=施設,1,1,201804
activity,2018年,04月,1,2018/04/26,/activity/,1,1,201804
anshin,2018年,04月,1,2018/04/26,/anshin/,1,1,201804
dataset-00000047,2018年,04月,1,2018/04/26,/dataset-00000047,1,1,201804
dataset-00000076,2018年,04月,1,2018/04/26,/dataset-00000076,1,1,201804
dataset-00000149,2018年,04月,1,2018/04/26,/dataset-00000149/,1,1,201804
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0060,2018年,04月,1,2018/04/26,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0060,1,1,201804
gr_0030,2018年,04月,1,2018/04/26,/gr_0030,1,1,201804
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2018年,04月,1,2018/04/26,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi/,1,1,201804
activity,2018年,04月,1,2018/04/27,/activity/,1,1,201804
anshin,2018年,04月,1,2018/04/27,/anshin/,1,1,201804
b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020,2018年,04月,1,2018/04/27,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020,1,1,201804
dataset-00000001,2018年,04月,1,2018/04/27,/dataset-00000001,1,1,201804
dataset-00000002,2018年,04月,1,2018/04/27,/dataset-00000002,1,1,201804
dataset-00000060,2018年,04月,1,2018/04/27,/dataset-00000060,1,1,201804
dataset-00000103,2018年,04月,1,2018/04/27,/dataset-00000103,1,1,201804
dataset-00000110,2018年,04月,1,2018/04/27,/dataset-00000110,1,1,201804
dataset-00000140,2018年,04月,1,2018/04/27,/dataset-00000140,1,1,201804
dataset-00000143,2018年,04月,1,2018/04/27,/dataset-00000143,1,1,201804
gr_0010,2018年,04月,1,2018/04/27,/gr_0010,1,1,201804
gr_0040?page=2,2018年,04月,1,2018/04/27,/gr_0040?page=2,1,1,201804
gr_0050,2018年,04月,1,2018/04/27,/gr_0050,1,1,201804
gr_0070,2018年,04月,1,2018/04/27,/gr_0070,1,1,201804
groups,2018年,04月,1,2018/04/27,/groups/,1,1,201804
hygiene,2018年,04月,1,2018/04/27,/hygiene/,1,1,201804
kotsu,2018年,04月,1,2018/04/27,/kotsu/,1,1,201804
dataset-00000001,2018年,04月,1,2018/04/28,/dataset-00000001,1,1,201804
dataset-00000103,2018年,04月,1,2018/04/28,/dataset-00000103,1,1,201804
gr_0010,2018年,04月,1,2018/04/28,/gr_0010,1,1,201804
